年份,省市,类型,科类,专业,录取人数,最低分,平均分,最高分,备注
2022,西藏,普通类,文科,中国语言文学类,2,381,386.50,392,
2022,西藏,普通类,理科,工商管理类,3,286,303.33,335,
2023,西藏,普通类,文科,中国语言文学类,2,282,323.50,365,
2023,西藏,普通类,理科,工商管理类,3,265,269.67,275,
2024,西藏,普通类,文科,中国语言文学类,2,323,352.00,381,
2024,西藏,普通类,理科,工商管理类,3,287,311.67,360,
2025,西藏,普通类,理 / 物理,大数据管理与应用,2,291,333.50,376,
2025,西藏,普通类,文 / 历史,行政管理,3,311,340.67,399,
