年份,省市,类型,科类,专业,录取人数,最低分,平均分,最高分,备注
2024,河南,普招 - 本科一批,文科,中国语言文学类,92,532,534.40,548,
2024,河南,普招 - 本科一批,文科,行政管理,12,530,530.83,532,
2024,河南,普招 - 本科一批,文科,外国语言文学类,66,523,529.09,534,
2024,河南,普招 - 本科一批,文科,图书情报与档案管理类,24,528,531.21,537,
2024,河南,普招 - 本科一批,文科,经济与贸易类,33,528,529.58,533,
2024,河南,普招 - 本科一批,文科,经济学类,11,532,535.00,544,
2024,河南,普招 - 本科一批,文科,金融学类,32,525,529.94,532,
2024,河南,普招 - 本科一批,文科,工商管理类,82,532,536.84,549,
2024,河南,普招 - 本科一批,文科,法语,17,521,524.76,533,
2024,河南,普招 - 本科一批,文科,法学,47,538,541.45,546,
2024,河南,普招 - 本科一批,理科,自动化,22,542,544.18,550,
2024,河南,普招 - 本科一批,理科,行政管理,8,523,527.25,540,
2024,河南,普招 - 本科一批,理科,信息管理与信息系统,24,525,528.71,538,
2024,河南,普招 - 本科一批,理科,物流管理与工程类,59,517,521.76,530,
2024,河南,普招 - 本科一批,理科,无人驾驶航空器系统工程,23,534,539.70,554,
2024,河南,普招 - 本科一批,理科,外国语言文学类,45,517,520.38,531,
2024,河南,普招 - 本科一批,理科,土木类,109,517,521.47,534,
2024,河南,普招 - 本科一批,理科,图书情报与档案管理类,12,519,522.58,528,
2024,河南,普招 - 本科一批,理科,数学与应用数学,73,519,527.52,545,
2024,河南,普招 - 本科一批,理科,人工智能,54,531,535.48,544,
2024,河南,普招 - 本科一批,理科,能源与动力工程,22,536,538.86,544,
2024,河南,普招 - 本科一批,理科,经济与贸易类,52,517,521.15,530,
2024,河南,普招 - 本科一批,理科,经济学类,55,517,523.42,544,
2024,河南,普招 - 本科一批,理科,金融学类,84,517,524.06,544,
2024,河南,普招 - 本科一批,理科,交通运输 (空管与签派),24,527,533.46,542,
2024,河南,普招 - 本科一批,理科,交通运输,47,519,525.13,534,
2024,河南,普招 - 本科一批,理科,计算机类,230,532,539.27,561,
2024,河南,普招 - 本科一批,理科,机械设计制造及其自动化,157,531,537.68,576,
2024,河南,普招 - 本科一批,理科,环境工程,19,519,523.42,533,
2024,河南,普招 - 本科一批,理科,航空航天工程,27,540,547.48,580,
2024,河南,普招 - 本科一批,理科,工业设计,53,517,522.06,538,
2024,河南,普招 - 本科一批,理科,工业工程类,106,517,526.56,551,
2024,河南,普招 - 本科一批,理科,工商管理类,298,517,526.91,559,
2024,河南,普招 - 本科一批,理科,工程管理,40,517,520.25,529,
2024,河南,普招 - 本科一批,理科,飞行器质量与可靠性,20,532,536.30,548,
2024,河南,普招 - 本科一批,理科,飞行器适航技术,22,531,532.82,536,
2024,河南,普招 - 本科一批,理科,飞行器设计与工程,50,536,541.14,559,
2024,河南,普招 - 本科一批,理科,飞行器动力工程,52,534,537.96,569,
2024,河南,普招 - 本科一批,理科,法语,14,519,522.07,551,
2024,河南,普招 - 本科一批,理科,法学,21,537,544.00,559,
2024,河南,普招 - 本科一批,理科,电子信息类,199,530,536.79,551,
2024,河南,普招 - 本科一批,理科,电气工程及其自动化,118,543,547.20,559,
2024,河南,普招 - 本科一批,理科,大数据管理与应用,55,519,527.20,544,
2024,河南,普招 - 本科一批,理科,城乡规划,19,517,520.00,527,
2024,河南,普招 - 本科一批,理科,车辆工程,117,521,525.82,543,
