年份,省市,类型,科类,专业,录取人数,最低分,平均分,最高分,备注
2024,安徽,普通类,物理类,自动化,2,526,526.00,526,
2024,安徽,普通类,物理类,物流管理与工程类,5,505,506.20,510,
2024,安徽,普通类,物理类,无人驾驶航空器系统工程,2,523,534.50,546,
2024,安徽,普通类,物理类,外国语言文学类,2,505,508.00,511,
2024,安徽,普通类,物理类,土木类,8,514,514.75,517,
2024,安徽,普通类,物理类,图书情报与档案管理类,2,512,512.50,513,
2024,安徽,普通类,物理类,数学与应用数学,3,513,515.33,518,
2024,安徽,普通类,物理类,能源与动力工程,2,516,516.50,517,
2024,安徽,普通类,物理类,经济与贸易类,3,504,506.00,508,
2024,安徽,普通类,物理类,经济学类,2,508,511.00,514,
2024,安徽,普通类,物理类,金融学类,6,506,511.00,520,
2024,安徽,普通类,物理类,交通运输（空管与签派）,2,522,522.50,523,
2024,安徽,普通类,物理类,计算机类,4,525,527.00,530,
2024,安徽,普通类,物理类,机械设计制造及其自动化,3,522,524.00,526,
2024,安徽,普通类,物理类,环境工程,2,515,515.00,515,
2024,安徽,普通类,物理类,航空航天工程,2,534,537.50,541,
2024,安徽,普通类,物理类,工业设计,2,516,517.00,518,
2024,安徽,普通类,物理类,工业工程类,4,511,515.00,523,
2024,安徽,普通类,物理类,工商管理类,11,505,508.91,515,
2024,安徽,普通类,物理类,工程管理,3,504,505.33,506,
2024,安徽,普通类,物理类,飞行器质量与可靠性,2,516,518.50,521,
2024,安徽,普通类,物理类,飞行器适航技术,2,520,521.50,523,
2024,安徽,普通类,物理类,法语,3,504,504.67,506,
2024,安徽,普通类,物理类,法学,2,510,511.50,513,
2024,安徽,普通类,物理类,电子信息类,4,522,522.50,523,
2024,安徽,普通类,物理类,电气工程及其自动化,2,527,527.50,528,
2024,安徽,普通类,物理类,大数据管理与应用,2,514,514.50,515,
2024,安徽,普通类,物理类,城乡规划,2,504,504.00,504,
2024,安徽,普通类,物理类,车辆工程,3,518,524.33,530,
2024,安徽,普通类,物理类,材料类,8,513,516.38,520,
2024,安徽,普通类,物理类,安全工程,2,522,522.00,522,
