年份,省市,类型,科类,专业,录取人数,最低分,平均分,最高分,备注
2022,安徽,普通类,理科,自动化,2,489,489.50,490,
2022,安徽,普通类,理科,行政管理,2,485,485.50,486,
2022,安徽,普通类,理科,物流管理与工程类,5,485,485.60,486,
2022,安徽,普通类,理科,无人驾驶航空器系统工程,2,491,492.00,493,
2022,安徽,普通类,理科,外国语言文学类,2,485,488.50,492,
2022,安徽,普通类,理科,土木类,8,485,485.13,486,
2022,安徽,普通类,理科,图书情报与档案管理类,2,487,487.00,487,
2022,安徽,普通类,理科,数学与应用数学,2,487,487.00,487,
2022,安徽,普通类,理科,经济与贸易类,2,486,486.00,486,
2022,安徽,普通类,理科,经济学类,3,486,487.33,490,
2022,安徽,普通类,理科,金融学类,7,484,486.14,491,
2022,安徽,普通类,理科,交通运输（空管与签派）,2,486,486.00,486,
2022,安徽,普通类,理科,计算机类,7,490,492.14,494,
2022,安徽,普通类,理科,机械类,6,485,488.50,495,
2022,安徽,普通类,理科,环境工程,2,484,484.00,484,
2022,安徽,普通类,理科,广告学,2,488,490.00,492,
2022,安徽,普通类,理科,工业工程类,4,484,485.00,486,
2022,安徽,普通类,理科,工商管理类,9,486,490.67,496,
2022,安徽,普通类,理科,工程管理,2,485,490.50,496,
2022,安徽,普通类,理科,飞行器质量与可靠性,2,491,491.50,492,
2022,安徽,普通类,理科,飞行器适航技术,2,486,486.50,487,
2022,安徽,普通类,理科,飞行器动力工程,2,494,496.00,498,
2022,安徽,普通类,理科,法语,2,485,485.00,485,
2022,安徽,普通类,理科,法学,2,485,488.00,491,
2022,安徽,普通类,理科,电子信息类,7,489,489.43,492,
2022,安徽,普通类,理科,电气工程及其自动化,2,488,488.50,489,
2022,安徽,普通类,理科,城乡规划,2,484,485.50,487,
2022,安徽,普通类,理科,材料类,8,484,484.38,485,
2022,安徽,普通类,理科,安全工程,2,487,487.00,487,
